"SurveyResponseID","AnswerNumber","CycleOwnership"
3557453,89,"Hire a bike in NZ"
3557454,74,"Hire a bike in NZ"
3557466,73,"Hire a bike in NZ"
3557479,108,"Hire a bike in NZ"
3557484,65,"Hire a bike in NZ"
3557487,73,"Hire a bike in NZ"
3557495,68,"Hire a bike in NZ"
3557497,76,"Hire a bike in NZ"
3557510,77,"Hire a bike in NZ"
3557515,95,"Hire a bike in NZ"
3557516,101,"Hire a bike in NZ"
3557520,77,"Hire a bike in NZ"
3557524,72,"Hire a bike in NZ"
3557529,81,"Hire a bike in NZ"
3557532,70,"Hire a bike in NZ"
3557534,95,"Hire a bike in NZ"
3630533,65,"Hire a bike in NZ"
3630543,71,"Hire a bike in NZ"
3630546,66,"Hire a bike in NZ"
3630576,61,"Hire a bike in NZ"
3630577,59,"Hire a bike in NZ"
3630587,63,"Hire a bike in NZ"
3630437,83,"Hire a bike in NZ"
3630474,85,"Hire a bike in NZ"
3630475,98,"Hire a bike in NZ"
3630477,73,"Hire a bike in NZ"
3630512,77,"Hire a bike in NZ"
3630516,63,"Hire a bike in NZ"
3630597,58,"Hire a bike in NZ"
3557278,61,"Hire a bike in NZ"
3557284,75,"Hire a bike in NZ"
3557301,68,"Hire a bike in NZ"
3557305,66,"Hire a bike in NZ"
3557312,61,"Hire a bike in NZ"
3557319,82,"Hire a bike in NZ"
3557326,70,"Hire a bike in NZ"
3557331,75,"Hire a bike in NZ"
3557337,74,"Hire a bike in NZ"
3630304,71,"Hire a bike in NZ"
3630328,52,"Hire a bike in NZ"
3630172,79,"Hire a bike in NZ"
3628843,76,"Hire a bike in NZ"
3630062,94,"Hire a bike in NZ"
3630078,76,"Hire a bike in NZ"
3630088,74,"Hire a bike in NZ"
3630180,73,"Hire a bike in NZ"
3630185,78,"Hire a bike in NZ"
3630199,63,"Hire a bike in NZ"
3630215,72,"Hire a bike in NZ"
3630245,72,"Hire a bike in NZ"
3629898,80,"Hire a bike in NZ"
3629910,69,"Hire a bike in NZ"
3629911,105,"Hire a bike in NZ"
3629984,89,"Hire a bike in NZ"
3629997,83,"Hire a bike in NZ"
3630042,79,"Hire a bike in NZ"
3630107,73,"Hire a bike in NZ"
3630108,70,"Hire a bike in NZ"
3630109,77,"Hire a bike in NZ"
3630110,90,"Hire a bike in NZ"
3630116,91,"Hire a bike in NZ"
3630126,76,"Hire a bike in NZ"
3630150,85,"Hire a bike in NZ"
3630159,80,"Hire a bike in NZ"
3630167,126,"Hire a bike in NZ"
3629813,57,"Hire a bike in NZ"
3629868,78,"Hire a bike in NZ"
3629753,78,"Hire a bike in NZ"
3629760,79,"Hire a bike in NZ"
3629787,53,"Hire a bike in NZ"
3629795,57,"Hire a bike in NZ"
3629804,87,"Hire a bike in NZ"
3629644,67,"Hire a bike in NZ"
3629645,77,"Hire a bike in NZ"
3629694,88,"Hire a bike in NZ"
3629708,84,"Hire a bike in NZ"
3629731,97,"Hire a bike in NZ"
3629640,77,"Hire a bike in NZ"
3629457,92,"Hire a bike in NZ"
3629562,80,"Hire a bike in NZ"
3629563,96,"Hire a bike in NZ"
3629569,89,"Hire a bike in NZ"
3629595,64,"Hire a bike in NZ"
3629090,95,"Hire a bike in NZ"
3629427,96,"Hire a bike in NZ"
3629431,95,"Hire a bike in NZ"
3629486,75,"Hire a bike in NZ"
3629522,55,"Hire a bike in NZ"
3629526,73,"Hire a bike in NZ"
3629560,67,"Hire a bike in NZ"
3629141,79,"Hire a bike in NZ"
3629331,68,"Hire a bike in NZ"
3629340,65,"Hire a bike in NZ"
3629347,68,"Hire a bike in NZ"
3629373,106,"Hire a bike in NZ"
3629390,66,"Hire a bike in NZ"
3629168,87,"Hire a bike in NZ"
3629172,68,"Hire a bike in NZ"
3629176,93,"Hire a bike in NZ"
3629177,87,"Hire a bike in NZ"
3629186,70,"Hire a bike in NZ"
3629187,72,"Hire a bike in NZ"
3629220,79,"Hire a bike in NZ"
3629227,82,"Hire a bike in NZ"
3629252,84,"Hire a bike in NZ"
3628883,79,"Hire a bike in NZ"
3628885,83,"Hire a bike in NZ"
3628948,71,"Hire a bike in NZ"
3628971,130,"Hire a bike in NZ"
3628987,92,"Hire a bike in NZ"
3629000,92,"Hire a bike in NZ"
3629004,75,"Hire a bike in NZ"
3629019,65,"Hire a bike in NZ"
3627486,65,"Hire a bike in NZ"
3628589,76,"Hire a bike in NZ"
3628604,67,"Hire a bike in NZ"
3628606,79,"Hire a bike in NZ"
3628607,110,"Hire a bike in NZ"
3628537,59,"Hire a bike in NZ"
3628618,65,"Hire a bike in NZ"
3628660,76,"Hire a bike in NZ"
3628680,93,"Hire a bike in NZ"
3628696,126,"Hire a bike in NZ"
3628710,75,"Hire a bike in NZ"
3628728,69,"Hire a bike in NZ"
3628757,77,"Hire a bike in NZ"
3628761,119,"Hire a bike in NZ"
3628768,100,"Hire a bike in NZ"
3628790,91,"Hire a bike in NZ"
3628804,102,"Hire a bike in NZ"
3628805,140,"Hire a bike in NZ"
3628765,124,"Hire a bike in NZ"
3628810,100,"Hire a bike in NZ"
3627279,80,"Hire a bike in NZ"
3627134,67,"Hire a bike in NZ"
3627154,65,"Hire a bike in NZ"
3627157,80,"Hire a bike in NZ"
3627188,132,"Hire a bike in NZ"
3627204,111,"Hire a bike in NZ"
3627292,73,"Hire a bike in NZ"
3627314,77,"Hire a bike in NZ"
3627316,88,"Hire a bike in NZ"
3627327,77,"Hire a bike in NZ"
3627226,87,"Hire a bike in NZ"
3627256,72,"Hire a bike in NZ"
3627379,75,"Hire a bike in NZ"
3627389,126,"Hire a bike in NZ"
3627428,64,"Hire a bike in NZ"
3627441,92,"Hire a bike in NZ"
3627463,99,"Hire a bike in NZ"
3626753,69,"Hire a bike in NZ"
3626759,98,"Hire a bike in NZ"
3626854,112,"Hire a bike in NZ"
3626891,87,"Hire a bike in NZ"
3626897,58,"Hire a bike in NZ"
3626912,87,"Hire a bike in NZ"
3626937,73,"Hire a bike in NZ"
3626948,105,"Hire a bike in NZ"
3626957,154,"Hire a bike in NZ"
3626958,86,"Hire a bike in NZ"
3626967,68,"Hire a bike in NZ"
3626975,124,"Hire a bike in NZ"
3626997,56,"Hire a bike in NZ"
3627000,69,"Hire a bike in NZ"
3627029,62,"Hire a bike in NZ"
3627056,84,"Hire a bike in NZ"
3627057,67,"Hire a bike in NZ"
3627060,85,"Hire a bike in NZ"
3627065,62,"Hire a bike in NZ"
3627107,60,"Hire a bike in NZ"
3627120,77,"Hire a bike in NZ"
3627122,119,"Hire a bike in NZ"
3627125,98,"Hire a bike in NZ"
3626559,64,"Hire a bike in NZ"
3626566,116,"Hire a bike in NZ"
3626512,105,"Hire a bike in NZ"
3626521,62,"Hire a bike in NZ"
3626537,91,"Hire a bike in NZ"
3626626,73,"Hire a bike in NZ"
3626651,94,"Hire a bike in NZ"
3626669,76,"Hire a bike in NZ"
3626671,85,"Hire a bike in NZ"
3626681,114,"Hire a bike in NZ"
3626690,85,"Hire a bike in NZ"
3626744,79,"Hire a bike in NZ"
3626748,61,"Hire a bike in NZ"
3626469,99,"Hire a bike in NZ"
3626391,61,"Hire a bike in NZ"
3626458,77,"Hire a bike in NZ"
3626416,70,"Hire a bike in NZ"
3626430,72,"Hire a bike in NZ"
3626433,76,"Hire a bike in NZ"
3626338,75,"Hire a bike in NZ"
3626365,103,"Hire a bike in NZ"
3626375,87,"Hire a bike in NZ"
3626377,69,"Hire a bike in NZ"
3626252,75,"Hire a bike in NZ"
3626258,65,"Hire a bike in NZ"
3626016,85,"Hire a bike in NZ"
3626289,69,"Hire a bike in NZ"
3626281,64,"Hire a bike in NZ"
3626284,58,"Hire a bike in NZ"
3626286,62,"Hire a bike in NZ"
3626221,68,"Hire a bike in NZ"
3626238,73,"Hire a bike in NZ"
3626239,74,"Hire a bike in NZ"
3626081,107,"Hire a bike in NZ"
3626042,69,"Hire a bike in NZ"
3626043,64,"Hire a bike in NZ"
3626070,79,"Hire a bike in NZ"
3626006,127,"Hire a bike in NZ"
3625933,85,"Hire a bike in NZ"
3625985,88,"Hire a bike in NZ"
3625990,103,"Hire a bike in NZ"
3625991,99,"Hire a bike in NZ"
3626102,92,"Hire a bike in NZ"
3626109,80,"Hire a bike in NZ"
3626121,84,"Hire a bike in NZ"
3626126,137,"Hire a bike in NZ"
3626140,83,"Hire a bike in NZ"
3626147,54,"Hire a bike in NZ"
3626175,73,"Hire a bike in NZ"
3626185,105,"Hire a bike in NZ"
3626186,94,"Hire a bike in NZ"
3626187,100,"Hire a bike in NZ"
3626191,73,"Hire a bike in NZ"
3626196,121,"Hire a bike in NZ"
3625972,84,"Hire a bike in NZ"
3625974,75,"Hire a bike in NZ"
3625975,101,"Hire a bike in NZ"
3625926,76,"Hire a bike in NZ"
3625931,59,"Hire a bike in NZ"
3625854,77,"Hire a bike in NZ"
3625868,64,"Hire a bike in NZ"
3625880,65,"Hire a bike in NZ"
3625887,65,"Hire a bike in NZ"
3625889,61,"Hire a bike in NZ"
3625832,75,"Hire a bike in NZ"
3625841,87,"Hire a bike in NZ"
3625916,60,"Hire a bike in NZ"
3625922,75,"Hire a bike in NZ"
3625805,86,"Hire a bike in NZ"
3582940,101,"Hire a bike in NZ"
3582947,102,"Hire a bike in NZ"
3625777,109,"Hire a bike in NZ"
3625784,71,"Hire a bike in NZ"
3625786,90,"Hire a bike in NZ"
3582865,74,"Hire a bike in NZ"
3582866,86,"Hire a bike in NZ"
3582885,55,"Hire a bike in NZ"
3582804,56,"Hire a bike in NZ"
3582810,80,"Hire a bike in NZ"
3582818,58,"Hire a bike in NZ"
3582844,72,"Hire a bike in NZ"
3582855,71,"Hire a bike in NZ"
3580029,73,"Hire a bike in NZ"
3580033,77,"Hire a bike in NZ"
3580060,81,"Hire a bike in NZ"
3580069,108,"Hire a bike in NZ"
3580097,100,"Hire a bike in NZ"
3580156,86,"Hire a bike in NZ"
3582962,70,"Hire a bike in NZ"
3582967,63,"Hire a bike in NZ"
3582981,71,"Hire a bike in NZ"
3582987,76,"Hire a bike in NZ"
3582988,61,"Hire a bike in NZ"
3582992,80,"Hire a bike in NZ"
3583008,56,"Hire a bike in NZ"
3582797,85,"Hire a bike in NZ"
3582906,65,"Hire a bike in NZ"
3583015,79,"Hire a bike in NZ"
3583017,139,"Hire a bike in NZ"
3583018,80,"Hire a bike in NZ"
3583019,80,"Hire a bike in NZ"
3583033,67,"Hire a bike in NZ"
3583040,64,"Hire a bike in NZ"
3579988,86,"Hire a bike in NZ"
3579926,103,"Hire a bike in NZ"
3579948,86,"Hire a bike in NZ"
3579875,93,"Hire a bike in NZ"
3579885,82,"Hire a bike in NZ"
3579890,72,"Hire a bike in NZ"
3579847,70,"Hire a bike in NZ"
3579914,74,"Hire a bike in NZ"
3579726,90,"Hire a bike in NZ"
3579727,76,"Hire a bike in NZ"
3579740,75,"Hire a bike in NZ"
3579750,71,"Hire a bike in NZ"
3579769,57,"Hire a bike in NZ"
3579797,94,"Hire a bike in NZ"
3579631,73,"Hire a bike in NZ"
3579646,79,"Hire a bike in NZ"
3579658,89,"Hire a bike in NZ"
3579692,74,"Hire a bike in NZ"
3579712,61,"Hire a bike in NZ"
3577551,83,"Hire a bike in NZ"
3577559,107,"Hire a bike in NZ"
3579843,63,"Hire a bike in NZ"
3579844,115,"Buy a bike in NZ"
3583012,63,"Buy a bike in NZ"
3625804,85,"Buy a bike in NZ"
3625809,67,"Buy a bike in NZ"
3625814,83,"Buy a bike in NZ"
3626000,79,"Buy a bike in NZ"
3626312,133,"Buy a bike in NZ"
3626409,105,"Buy a bike in NZ"
3626722,120,"Buy a bike in NZ"
3626486,100,"Buy a bike in NZ"
3626625,80,"Buy a bike in NZ"
3626605,68,"Buy a bike in NZ"
3626860,102,"Buy a bike in NZ"
3626754,93,"Buy a bike in NZ"
3627463,100,"Buy a bike in NZ"
3627091,88,"Buy a bike in NZ"
3627458,82,"Buy a bike in NZ"
3628668,72,"Buy a bike in NZ"
3629024,70,"Buy a bike in NZ"
3628860,133,"Buy a bike in NZ"
3629272,56,"Buy a bike in NZ"
3629393,99,"Buy a bike in NZ"
3629738,60,"Buy a bike in NZ"
3629659,118,"Buy a bike in NZ"
3630265,90,"Buy a bike in NZ"
3630174,62,"Buy a bike in NZ"
3630427,83,"Buy a bike in NZ"
3557915,62,"Buy a bike in NZ"
3557752,111,"Buy a bike in NZ"
3557730,85,"Buy a bike in NZ"
3557713,80,"Buy a bike in NZ"
3558200,80,"Buy a bike in NZ"
3558974,84,"Buy a bike in NZ"
3577524,92,"Buy a bike in NZ"
3559840,67,"Buy a bike in NZ"
3577997,67,"Buy a bike in NZ"
3578012,73,"Buy a bike in NZ"
3577970,83,"Buy a bike in NZ"
3578500,134,"Buy a bike in NZ"
3578789,76,"Buy a bike in NZ"
3578759,66,"Buy a bike in NZ"
3578846,83,"Buy a bike in NZ"
3578800,87,"Buy a bike in NZ"
3578893,84,"Buy a bike in NZ"
3578298,99,"Buy a bike in NZ"
3579128,80,"Buy a bike in NZ"
3579102,62,"Buy a bike in NZ"
3579278,71,"Buy a bike in NZ"
3579283,65,"Buy a bike in NZ"
3579380,75,"Buy a bike in NZ"
3579517,74,"Buy a bike in NZ"
3579315,82,"Buy a bike in NZ"
3580749,59,"Buy a bike in NZ"
3580931,67,"Buy a bike in NZ"
3582158,134,"Buy a bike in NZ"
3582162,59,"Buy a bike in NZ"
3583237,76,"Buy a bike in NZ"
3584234,108,"Buy a bike in NZ"
3584360,87,"Buy a bike in NZ"
3584446,109,"Buy a bike in NZ"
3584462,80,"Buy a bike in NZ"
3584794,103,"Buy a bike in NZ"
3584737,102,"Buy a bike in NZ"
3584744,64,"Buy a bike in NZ"
3584586,55,"Buy a bike in NZ"
3585990,81,"Buy a bike in NZ"
3586081,113,"Buy a bike in NZ"
3586033,119,"Buy a bike in NZ"
3584927,60,"Buy a bike in NZ"
3585916,121,"Buy a bike in NZ"
3585897,70,"Buy a bike in NZ"
3585503,122,"Buy a bike in NZ"
3585511,103,"Buy a bike in NZ"
3585532,102,"Buy a bike in NZ"
3586357,56,"Buy a bike in NZ"
3586319,122,"Buy a bike in NZ"
3586119,58,"Buy a bike in NZ"
3586741,80,"Buy a bike in NZ"
3586713,79,"Buy a bike in NZ"
3587613,57,"Buy a bike in NZ"
3587410,66,"Buy a bike in NZ"
3587210,86,"Buy a bike in NZ"
3587621,78,"Buy a bike in NZ"
3592384,91,"Buy a bike in NZ"
3590618,93,"Buy a bike in NZ"
3590692,90,"Buy a bike in NZ"
3590895,94,"Buy a bike in NZ"
3590748,64,"Buy a bike in NZ"
3591286,74,"Buy a bike in NZ"
3591426,69,"Buy a bike in NZ"
3591963,85,"Buy a bike in NZ"
3591953,86,"Buy a bike in NZ"
3592452,59,"Buy a bike in NZ"
3592511,126,"Buy a bike in NZ"
3592575,108,"Buy a bike in NZ"
3592585,77,"Buy a bike in NZ"
3592688,69,"Buy a bike in NZ"
3592986,79,"Buy a bike in NZ"
3593200,82,"Buy a bike in NZ"
3593173,69,"Buy a bike in NZ"
3593288,79,"Buy a bike in NZ"
3593394,76,"Buy a bike in NZ"
3593509,71,"Buy a bike in NZ"
3593566,86,"Buy a bike in NZ"
3593662,67,"Buy a bike in NZ"
3593743,64,"Buy a bike in NZ"
3593777,81,"Buy a bike in NZ"
3593778,66,"Buy a bike in NZ"
3593804,70,"Buy a bike in NZ"
3593861,65,"Buy a bike in NZ"
3593867,89,"Buy a bike in NZ"
3594038,73,"Buy a bike in NZ"
3594053,79,"Buy a bike in NZ"
3594160,83,"Buy a bike in NZ"
3594293,77,"Buy a bike in NZ"
3594325,62,"Buy a bike in NZ"
3594433,71,"Buy a bike in NZ"
3594464,84,"Buy a bike in NZ"
3594553,74,"Buy a bike in NZ"
3594654,64,"Buy a bike in NZ"
3594665,72,"Buy a bike in NZ"
3594869,69,"Buy a bike in NZ"
3594896,68,"Buy a bike in NZ"
3594943,67,"Buy a bike in NZ"
3595075,65,"Buy a bike in NZ"
3595056,65,"Buy a bike in NZ"
3595117,71,"Buy a bike in NZ"
3595285,74,"Buy a bike in NZ"
3595473,74,"Buy a bike in NZ"
3595518,71,"Buy a bike in NZ"
3595648,80,"Buy a bike in NZ"
3596395,72,"Buy a bike in NZ"
3597005,64,"Buy a bike in NZ"
3597328,78,"Buy a bike in NZ"
3597656,83,"Buy a bike in NZ"
3597839,71,"Buy a bike in NZ"
3597674,61,"Buy a bike in NZ"
3598346,105,"Buy a bike in NZ"
3598569,75,"Buy a bike in NZ"
3598600,85,"Buy a bike in NZ"
3598663,74,"Buy a bike in NZ"
3598682,101,"Buy a bike in NZ"
3598742,105,"Buy a bike in NZ"
3598777,68,"Buy a bike in NZ"
3598988,68,"Buy a bike in NZ"
3599011,63,"Buy a bike in NZ"
3599020,58,"Buy a bike in NZ"
3599071,70,"Buy a bike in NZ"
3599142,65,"Buy a bike in NZ"
3599091,66,"Buy a bike in NZ"
3599184,65,"Buy a bike in NZ"
3599275,67,"Buy a bike in NZ"
3599280,76,"Buy a bike in NZ"
3599305,68,"Buy a bike in NZ"
3599466,74,"Buy a bike in NZ"
3599408,77,"Buy a bike in NZ"
3599615,73,"Buy a bike in NZ"
3599631,72,"Buy a bike in NZ"
3599785,82,"Buy a bike in NZ"
3599709,96,"Buy a bike in NZ"
3599998,116,"Buy a bike in NZ"
3599828,55,"Buy a bike in NZ"
3600353,116,"Buy a bike in NZ"
3600180,75,"Buy a bike in NZ"
3600621,118,"Buy a bike in NZ"
3600751,107,"Buy a bike in NZ"
3600605,82,"Buy a bike in NZ"
3600848,81,"Buy a bike in NZ"
3600881,81,"Buy a bike in NZ"
3601087,72,"Buy a bike in NZ"
3601176,104,"Buy a bike in NZ"
3601096,59,"Buy a bike in NZ"
3601196,60,"Buy a bike in NZ"
3601258,77,"Buy a bike in NZ"
3601192,90,"Buy a bike in NZ"
3601543,76,"Buy a bike in NZ"
3601664,69,"Buy a bike in NZ"
3601807,64,"Buy a bike in NZ"
3601845,81,"Buy a bike in NZ"
3601863,77,"Buy a bike in NZ"
3601980,66,"Buy a bike in NZ"
3601956,70,"Buy a bike in NZ"
3602276,103,"Buy a bike in NZ"
3602109,73,"Buy a bike in NZ"
3602303,71,"Buy a bike in NZ"
3602429,70,"Buy a bike in NZ"
3602533,92,"Buy a bike in NZ"
3602596,67,"Buy a bike in NZ"
3602647,71,"Buy a bike in NZ"
3602757,93,"Buy a bike in NZ"
3602938,67,"Buy a bike in NZ"
3602896,75,"Buy a bike in NZ"
3603055,92,"Buy a bike in NZ"
3603288,63,"Buy a bike in NZ"
3603405,62,"Buy a bike in NZ"
3603497,64,"Buy a bike in NZ"
3603640,70,"Buy a bike in NZ"
3603999,63,"Buy a bike in NZ"
3604255,70,"Buy a bike in NZ"
3604614,90,"Buy a bike in NZ"
3604593,69,"Buy a bike in NZ"
3604602,63,"Buy a bike in NZ"
3604777,70,"Buy a bike in NZ"
3604763,68,"Buy a bike in NZ"
3604811,70,"Buy a bike in NZ"
3604946,84,"Buy a bike in NZ"
3605128,78,"Buy a bike in NZ"
3605154,73,"Buy a bike in NZ"
3606000,124,"Buy a bike in NZ"
3606403,99,"Buy a bike in NZ"
3606012,60,"Buy a bike in NZ"
3606032,76,"Buy a bike in NZ"
3606045,85,"Buy a bike in NZ"
3606918,123,"Buy a bike in NZ"
3610169,78,"Buy a bike in NZ"
3610173,102,"Buy a bike in NZ"
3609918,123,"Buy a bike in NZ"
3609919,84,"Buy a bike in NZ"
3609920,84,"Buy a bike in NZ"
3609928,62,"Buy a bike in NZ"
3610059,58,"Buy a bike in NZ"
3610183,61,"Buy a bike in NZ"
3610434,70,"Buy a bike in NZ"
3610416,112,"Buy a bike in NZ"
3610467,90,"Buy a bike in NZ"
3610471,61,"Buy a bike in NZ"
3610473,62,"Buy a bike in NZ"
3610519,79,"Buy a bike in NZ"
3610601,72,"Buy a bike in NZ"
3610858,63,"Buy a bike in NZ"
3611035,82,"Buy a bike in NZ"
3611028,72,"Buy a bike in NZ"
3610938,78,"Buy a bike in NZ"
3610967,67,"Buy a bike in NZ"
3611524,84,"Buy a bike in NZ"
3611581,58,"Buy a bike in NZ"
3611610,60,"Buy a bike in NZ"
3611912,76,"Buy a bike in NZ"
3611902,66,"Buy a bike in NZ"
3618123,56,"Buy a bike in NZ"
3618065,98,"Buy a bike in NZ"
3617514,72,"Buy a bike in NZ"
3617345,113,"Buy a bike in NZ"
3618396,62,"Buy a bike in NZ"
3618340,57,"Buy a bike in NZ"
3618350,62,"Buy a bike in NZ"
3618896,113,"Buy a bike in NZ"
3618630,112,"Buy a bike in NZ"
3619235,69,"Buy a bike in NZ"
3619317,85,"Buy a bike in NZ"
3619630,59,"Buy a bike in NZ"
3619518,131,"Buy a bike in NZ"
3619805,106,"Buy a bike in NZ"
3619718,109,"Buy a bike in NZ"
3619719,62,"Buy a bike in NZ"
3619655,59,"Buy a bike in NZ"
3619671,77,"Borrow a bike in NZ"
3619632,80,"Borrow a bike in NZ"
3619724,83,"Borrow a bike in NZ"
3619811,83,"Borrow a bike in NZ"
3619895,73,"Borrow a bike in NZ"
3619908,57,"Borrow a bike in NZ"
3619912,68,"Borrow a bike in NZ"
3619833,95,"Borrow a bike in NZ"
3619820,62,"Borrow a bike in NZ"
3619730,66,"Borrow a bike in NZ"
3619761,106,"Borrow a bike in NZ"
3619518,132,"Borrow a bike in NZ"
3619601,68,"Borrow a bike in NZ"
3619622,65,"Borrow a bike in NZ"
3619577,128,"Borrow a bike in NZ"
3619505,70,"Borrow a bike in NZ"
3619463,99,"Borrow a bike in NZ"
3619440,112,"Borrow a bike in NZ"
3619441,75,"Borrow a bike in NZ"
3619335,96,"Borrow a bike in NZ"
3619336,70,"Borrow a bike in NZ"
3619430,68,"Borrow a bike in NZ"
3619308,75,"Borrow a bike in NZ"
3619288,84,"Borrow a bike in NZ"
3619251,60,"Borrow a bike in NZ"
3619254,71,"Borrow a bike in NZ"
3619265,88,"Borrow a bike in NZ"
3619146,64,"Borrow a bike in NZ"
3619162,63,"Borrow a bike in NZ"
3618981,72,"Borrow a bike in NZ"
3618984,72,"Borrow a bike in NZ"
3619110,66,"Borrow a bike in NZ"
3619133,67,"Borrow a bike in NZ"
3618643,60,"Borrow a bike in NZ"
3618645,67,"Borrow a bike in NZ"
3618655,58,"Borrow a bike in NZ"
3618671,53,"Borrow a bike in NZ"
3618685,66,"Borrow a bike in NZ"
3618848,84,"Borrow a bike in NZ"
3618864,77,"Borrow a bike in NZ"
3618761,74,"Borrow a bike in NZ"
3618779,62,"Borrow a bike in NZ"
3618924,151,"Borrow a bike in NZ"
3619072,81,"Borrow a bike in NZ"
3619083,56,"Borrow a bike in NZ"
3618943,60,"Borrow a bike in NZ"
3618907,81,"Borrow a bike in NZ"
3618546,70,"Borrow a bike in NZ"
3618596,57,"Borrow a bike in NZ"
3618418,63,"Borrow a bike in NZ"
3618614,72,"Borrow a bike in NZ"
3618396,63,"Borrow a bike in NZ"
3618428,130,"Borrow a bike in NZ"
3618453,94,"Borrow a bike in NZ"
3618461,102,"Borrow a bike in NZ"
3618464,68,"Borrow a bike in NZ"
3618473,66,"Borrow a bike in NZ"
3618487,73,"Borrow a bike in NZ"
3617319,61,"Borrow a bike in NZ"
3617201,84,"Borrow a bike in NZ"
3617381,80,"Borrow a bike in NZ"
3617383,72,"Borrow a bike in NZ"
3617401,80,"Borrow a bike in NZ"
3617413,91,"Borrow a bike in NZ"
3617725,77,"Borrow a bike in NZ"
3618069,72,"Borrow a bike in NZ"
3618073,76,"Borrow a bike in NZ"
3618079,59,"Borrow a bike in NZ"
3618052,67,"Borrow a bike in NZ"
3618057,76,"Borrow a bike in NZ"
3618125,62,"Borrow a bike in NZ"
3618099,57,"Borrow a bike in NZ"
3618100,63,"Borrow a bike in NZ"
3618214,142,"Borrow a bike in NZ"
3618221,80,"Borrow a bike in NZ"
3618320,94,"Borrow a bike in NZ"
3618330,60,"Borrow a bike in NZ"
3618336,79,"Borrow a bike in NZ"
3618282,60,"Borrow a bike in NZ"
3618287,57,"Borrow a bike in NZ"
3618253,76,"Borrow a bike in NZ"
3618227,57,"Borrow a bike in NZ"
3618132,72,"Borrow a bike in NZ"
3611889,58,"Borrow a bike in NZ"
3611891,58,"Borrow a bike in NZ"
3611912,77,"Borrow a bike in NZ"
3612007,53,"Borrow a bike in NZ"
3612067,63,"Borrow a bike in NZ"
3611927,65,"Borrow a bike in NZ"
3617313,84,"Borrow a bike in NZ"
3617274,112,"Borrow a bike in NZ"
3617288,81,"Borrow a bike in NZ"
3617175,107,"Borrow a bike in NZ"
3617225,74,"Borrow a bike in NZ"
3611481,104,"Borrow a bike in NZ"
3611693,121,"Borrow a bike in NZ"
3611872,56,"Borrow a bike in NZ"
3611837,64,"Borrow a bike in NZ"
3611434,97,"Borrow a bike in NZ"
3611448,74,"Borrow a bike in NZ"
3611328,59,"Borrow a bike in NZ"
3611406,81,"Borrow a bike in NZ"
3611430,58,"Borrow a bike in NZ"
3611313,61,"Borrow a bike in NZ"
3611345,66,"Borrow a bike in NZ"
3611346,68,"Borrow a bike in NZ"
3611347,56,"Borrow a bike in NZ"
3610962,93,"Borrow a bike in NZ"
3610938,79,"Borrow a bike in NZ"
3610918,77,"Borrow a bike in NZ"
3610999,100,"Borrow a bike in NZ"
3611197,78,"Borrow a bike in NZ"
3611111,59,"Borrow a bike in NZ"
3611127,78,"Borrow a bike in NZ"
3611235,83,"Borrow a bike in NZ"
3611212,75,"Borrow a bike in NZ"
3611219,97,"Borrow a bike in NZ"
3611228,83,"Borrow a bike in NZ"
3610862,100,"Borrow a bike in NZ"
3610839,93,"Borrow a bike in NZ"
3610854,63,"Borrow a bike in NZ"
3610900,82,"Borrow a bike in NZ"
3610884,83,"Borrow a bike in NZ"
3610887,64,"Borrow a bike in NZ"
3610894,66,"Borrow a bike in NZ"
3610682,133,"Borrow a bike in NZ"
3610672,74,"Borrow a bike in NZ"
3610838,71,"Borrow a bike in NZ"
3610776,66,"Borrow a bike in NZ"
3610601,73,"Borrow a bike in NZ"
3610628,138,"Borrow a bike in NZ"
3610652,103,"Borrow a bike in NZ"
3610584,72,"Borrow a bike in NZ"
3610547,83,"Borrow a bike in NZ"
3610473,63,"Borrow a bike in NZ"
3610442,74,"Borrow a bike in NZ"
3610487,79,"Borrow a bike in NZ"
3610497,81,"Borrow a bike in NZ"
3610505,110,"Borrow a bike in NZ"
3610485,70,"Borrow a bike in NZ"
3610520,74,"Borrow a bike in NZ"
3610471,62,"Borrow a bike in NZ"
3610431,59,"Borrow a bike in NZ"
3610361,85,"Borrow a bike in NZ"
3610435,130,"Borrow a bike in NZ"
3610407,125,"Borrow a bike in NZ"
3610413,98,"Borrow a bike in NZ"
3610342,82,"Borrow a bike in NZ"
3610356,94,"Borrow a bike in NZ"
3610334,66,"Borrow a bike in NZ"
3610183,62,"Borrow a bike in NZ"
3610187,117,"Borrow a bike in NZ"
3610194,54,"Borrow a bike in NZ"
3610062,80,"Borrow a bike in NZ"
3610053,121,"Borrow a bike in NZ"
3610210,70,"Borrow a bike in NZ"
3610249,90,"Borrow a bike in NZ"
3610252,88,"Borrow a bike in NZ"
3609990,74,"Borrow a bike in NZ"
3609948,69,"Borrow a bike in NZ"
3609983,77,"Borrow a bike in NZ"
3610030,112,"Borrow a bike in NZ"
3610040,76,"Borrow a bike in NZ"
3609929,110,"Borrow a bike in NZ"
3609932,114,"Borrow a bike in NZ"
3609899,107,"Borrow a bike in NZ"
3609909,76,"Borrow a bike in NZ"
3609849,69,"Borrow a bike in NZ"
3609851,81,"Borrow a bike in NZ"
3610173,103,"Borrow a bike in NZ"
3609810,104,"Borrow a bike in NZ"
3609812,87,"Borrow a bike in NZ"
