"SurveyResponseID","AnswerNumber","TravelledWith"
3610973,42,"My husband, wife or partner"
3610917,47,"My husband, wife or partner"
3610982,40,"My husband, wife or partner"
3617781,37,"My husband, wife or partner"
3610989,37,"My husband, wife or partner"
3610704,39,"Other family / relative(s)"
3617778,37,"Other person(s)"
3610917,48,"Other family / relative(s)"
3610980,38,"Other person(s)"
3610919,44,"Child/children aged 15 or older"
3610713,44,"Other family / relative(s)"
3610991,43,"My husband, wife or partner"
3610722,40,"My husband, wife or partner"
3610996,37,"My husband, wife or partner"
3610729,41,"My husband, wife or partner"
3617813,44,"My husband, wife or partner"
3610935,47,"My husband, wife or partner"
3617794,37,"Other person(s)"
3617796,37,"Other person(s)"
3617811,37,"Other family / relative(s)"
3617812,37,"Other person(s)"
3617813,45,"Child/children aged 15 or older"
3617828,37,"Child/children aged 15 or older"
3610731,38,"My husband, wife or partner"
3610998,43,"My husband, wife or partner"
3617829,37,"Other person(s)"
3617830,37,"Other person(s)"
3610936,38,"My husband, wife or partner"
3617814,37,"My husband, wife or partner"
3611000,45,"My husband, wife or partner"
3610738,40,"My husband, wife or partner"
3610937,37,"My husband, wife or partner"
3611005,40,"My husband, wife or partner"
3610747,43,"My husband, wife or partner"
3610749,38,"Other person(s)"
3610950,43,"My husband, wife or partner"
3611007,39,"My husband, wife or partner"
3617844,37,"My husband, wife or partner"
3617845,37,"My husband, wife or partner"
3610952,38,"My husband, wife or partner"
3611016,41,"My husband, wife or partner"
3610754,49,"My husband, wife or partner"
3611021,43,"My husband, wife or partner"
3610953,38,"My husband, wife or partner"
3617862,37,"My husband, wife or partner"
3610756,45,"My husband, wife or partner"
3610954,38,"My husband, wife or partner"
3611023,46,"Other family / relative(s)"
3617864,37,"My husband, wife or partner"
3610967,39,"My husband, wife or partner"
3617878,37,"My husband, wife or partner"
3611025,41,"My husband, wife or partner"
3610765,41,"My husband, wife or partner"
3617879,37,"My husband, wife or partner"
3610968,38,"Child/children aged under 15"
3611030,40,"Other family / relative(s)"
3610969,42,"Child/children aged under 15"
3610969,43,"Child/children aged 15 or older"
3610774,40,"Other person(s)"
3610969,41,"My husband, wife or partner"
3617895,37,"My husband, wife or partner"
3617896,37,"My husband, wife or partner"
3611032,39,"My husband, wife or partner"
3617898,37,"My husband, wife or partner"
3611039,43,"My husband, wife or partner"
3611039,44,"Child/children aged 15 or older"
3610781,44,"Other person(s)"
3611041,44,"Child/children aged 15 or older"
3617911,37,"My husband, wife or partner"
3617912,37,"My husband, wife or partner"
3610970,46,"My husband, wife or partner"
3611041,42,"My husband, wife or partner"
3617913,45,"My husband, wife or partner"
3610984,37,"My husband, wife or partner"
3611041,43,"Child/children aged under 15"
3617913,46,"Child/children aged under 15"
3617931,37,"Child/children aged under 15"
3611048,44,"My husband, wife or partner"
3610790,41,"My husband, wife or partner"
3611050,38,"My husband, wife or partner"
3610797,39,"My husband, wife or partner"
3611001,44,"My husband, wife or partner"
3611002,39,"My husband, wife or partner"
3617961,37,"My husband, wife or partner"
3617962,37,"My husband, wife or partner"
3610788,46,"Child/children aged 15 or older"
3617945,37,"Other person(s)"
3617946,39,"Other person(s)"
3617947,41,"Other family / relative(s)"
3611055,37,"Other person(s)"
3610804,51,"Other person(s)"
3611003,44,"My husband, wife or partner"
3611003,45,"Child/children aged under 15"
3617963,37,"My husband, wife or partner"
3610806,47,"My husband, wife or partner"
3617964,37,"My husband, wife or partner"
3610822,45,"My husband, wife or partner"
3611017,42,"My husband, wife or partner"
3617978,37,"My husband, wife or partner"
3611066,39,"My husband, wife or partner"
3617980,41,"My husband, wife or partner"
3617981,37,"My husband, wife or partner"
3617995,37,"My husband, wife or partner"
3617979,37,"Child/children aged under 15"
3617962,38,"Other person(s)"
3611064,38,"Other person(s)"
3617978,38,"Child/children aged 15 or older"
3610829,48,"Other family / relative(s)"
3611066,40,"Other person(s)"
3611018,45,"Other person(s)"
3611019,42,"My husband, wife or partner"
3611075,40,"My husband, wife or partner"
3617996,37,"My husband, wife or partner"
3610831,48,"My husband, wife or partner"
3611080,39,"My husband, wife or partner"
3618011,37,"My husband, wife or partner"
3610847,39,"My husband, wife or partner"
3618012,37,"My husband, wife or partner"
3611034,39,"Child/children aged under 15"
3618013,41,"My husband, wife or partner"
3618014,37,"My husband, wife or partner"
3611035,45,"My husband, wife or partner"
3617995,38,"Other person(s)"
3617997,37,"Other person(s)"
3611080,40,"Child/children aged 15 or older"
3611080,41,"Other family / relative(s)"
3611082,39,"Other person(s)"
3610849,39,"Other person(s)"
3618015,37,"My husband, wife or partner"
3610863,48,"My husband, wife or partner"
3611091,43,"My husband, wife or partner"
3611037,37,"My husband, wife or partner"
3618029,37,"My husband, wife or partner"
3610879,40,"My husband, wife or partner"
3611100,42,"My husband, wife or partner"
3618031,36,"My husband, wife or partner"
3618045,45,"My husband, wife or partner"
3611089,38,"Other family / relative(s)"
3611036,43,"Child/children aged 15 or older"
3618028,37,"Other family / relative(s)"
3611091,44,"Other person(s)"
3610883,54,"My husband, wife or partner"
3611037,39,"Other family / relative(s)"
3610881,38,"Other family / relative(s)"
3611051,40,"Other person(s)"
3610883,55,"Child/children aged 15 or older"
3611052,51,"Other person(s)"
3610897,38,"Other person(s)"
3611116,38,"Other person(s)"
3611105,42,"My husband, wife or partner"
3611037,38,"Child/children aged under 15"
3611067,40,"Child/children aged under 15"
3618046,45,"My husband, wife or partner"
3610888,38,"My husband, wife or partner"
3611053,38,"My husband, wife or partner"
3611067,39,"My husband, wife or partner"
3611116,37,"My husband, wife or partner"
3618047,42,"My husband, wife or partner"
3611068,42,"My husband, wife or partner"
3610899,38,"My husband, wife or partner"
3618048,37,"My husband, wife or partner"
3611069,40,"My husband, wife or partner"
3611125,47,"My husband, wife or partner"
3618062,44,"My husband, wife or partner"
3611070,47,"My husband, wife or partner"
3611125,48,"Child/children aged under 15"
3618063,40,"My husband, wife or partner"
3610908,46,"Child/children aged under 15"
3610908,45,"My husband, wife or partner"
3611071,39,"My husband, wife or partner"
3611130,53,"My husband, wife or partner"
3611085,38,"Other person(s)"
3611132,46,"Other family / relative(s)"
3610915,37,"Other person(s)"
3611086,37,"Other person(s)"
3610924,43,"Other person(s)"
3618064,52,"My husband, wife or partner"
3611132,45,"My husband, wife or partner"
3618065,56,"My husband, wife or partner"
3610924,42,"My husband, wife or partner"
3611139,42,"Child/children aged under 15"
3611139,41,"My husband, wife or partner"
3618079,38,"My husband, wife or partner"
3610933,41,"Other family / relative(s)"
3618080,43,"Other person(s)"
3611141,40,"Child/children aged 15 or older"
3618096,39,"Other person(s)"
3611141,39,"Child/children aged under 15"
3611087,39,"My husband, wife or partner"
3611141,38,"My husband, wife or partner"
3611101,48,"My husband, wife or partner"
3618081,37,"My husband, wife or partner"
3610938,44,"My husband, wife or partner"
3611148,49,"My husband, wife or partner"
3611102,52,"My husband, wife or partner"
3610949,42,"Child/children aged 15 or older"
3618098,39,"Child/children aged 15 or older"
3611173,41,"Other person(s)"
3618098,40,"Other family / relative(s)"
3611155,43,"Child/children aged under 15"
3610947,39,"My husband, wife or partner"
3611150,45,"My husband, wife or partner"
3611155,42,"My husband, wife or partner"
3611103,37,"My husband, wife or partner"
3610956,39,"My husband, wife or partner"
3618098,38,"My husband, wife or partner"
3611104,37,"My husband, wife or partner"
3610958,43,"My husband, wife or partner"
3611175,48,"Other person(s)"
3618112,38,"Other person(s)"
3611118,41,"Other family / relative(s)"
3618114,46,"Other person(s)"
3610972,45,"Other person(s)"
3611120,37,"Other person(s)"
3611118,40,"My husband, wife or partner"
3618115,51,"Child/children aged 15 or older"
3611182,39,"My husband, wife or partner"
3611189,43,"My husband, wife or partner"
3618115,50,"My husband, wife or partner"
3610981,41,"My husband, wife or partner"
3611191,42,"My husband, wife or partner"
3611198,43,"Child/children aged 15 or older"
3610988,45,"Other person(s)"
3611121,45,"My husband, wife or partner"
3610983,40,"My husband, wife or partner"
3611134,39,"My husband, wife or partner"
3611198,42,"My husband, wife or partner"
3611135,42,"My husband, wife or partner"
3610990,55,"My husband, wife or partner"
3618129,45,"Child/children aged under 15"
3611205,38,"Other family / relative(s)"
3611151,38,"Other family / relative(s)"
3611006,53,"Other family / relative(s)"
3611152,39,"Other family / relative(s)"
3611214,43,"Other family / relative(s)"
3611214,44,"Other person(s)"
3611154,41,"Child/children aged 15 or older"
3618132,43,"Child/children aged under 15"
3611200,41,"My husband, wife or partner"
3611137,48,"My husband, wife or partner"
3618130,37,"My husband, wife or partner"
3610999,50,"My husband, wife or partner"
3618132,42,"My husband, wife or partner"
3611154,40,"My husband, wife or partner"
3618146,46,"My husband, wife or partner"
3611169,37,"My husband, wife or partner"
3611223,39,"My husband, wife or partner"
3611170,37,"My husband, wife or partner"
3611015,42,"My husband, wife or partner"
3618148,46,"My husband, wife or partner"
3611008,52,"Other family / relative(s)"
3611168,37,"Other person(s)"
3611171,37,"Other person(s)"
3618147,41,"Other family / relative(s)"
3611230,41,"Other person(s)"
3611185,38,"Other person(s)"
3618163,41,"Other person(s)"
3611022,48,"My husband, wife or partner"
3611184,39,"My husband, wife or partner"
3611232,39,"My husband, wife or partner"
3611024,40,"My husband, wife or partner"
3611031,38,"My husband, wife or partner"
3611186,46,"My husband, wife or partner"
3611234,45,"My husband, wife or partner"
3618164,41,"Child/children aged 15 or older"
3611033,44,"Other family / relative(s)"
3611239,42,"Other person(s)"
3611201,39,"Other person(s)"
3618165,40,"Child/children aged 15 or older"
3618165,41,"Other family / relative(s)"
3611234,46,"Child/children aged under 15"
3618165,39,"Child/children aged under 15"
3618179,39,"Child/children aged under 15"
3611259,38,"Child/children aged under 15"
3611187,42,"My husband, wife or partner"
3618165,38,"My husband, wife or partner"
3611040,43,"My husband, wife or partner"
3611255,46,"My husband, wife or partner"
3618179,38,"My husband, wife or partner"
3611257,40,"My husband, wife or partner"
3611040,44,"Child/children aged 15 or older"
3611202,39,"Other person(s)"
3611259,39,"Child/children aged 15 or older"
3611049,37,"Other person(s)"
3618181,39,"Other family / relative(s)"
3611058,39,"Other family / relative(s)"
3611058,40,"Other person(s)"
3611264,39,"Other family / relative(s)"
3611056,42,"My husband, wife or partner"
3618182,42,"My husband, wife or partner"
3618195,39,"My husband, wife or partner"
3611273,44,"My husband, wife or partner"
3618196,40,"My husband, wife or partner"
3611218,37,"Child/children aged under 15"
3611063,37,"Other person(s)"
3611065,40,"Other family / relative(s)"
3611220,42,"Other person(s)"
3611266,41,"Other person(s)"
3611273,45,"Other family / relative(s)"
3611236,37,"Other person(s)"
3611280,50,"My husband, wife or partner"
3618198,52,"My husband, wife or partner"
3611074,39,"My husband, wife or partner"
3611252,39,"My husband, wife or partner"
3611074,40,"Child/children aged under 15"
3611298,44,"Child/children aged under 15"
3618197,41,"Other person(s)"
3611072,37,"Child/children aged 15 or older"
3611284,46,"Child/children aged 15 or older"
3611251,44,"Other family / relative(s)"
3611081,41,"Other person(s)"
3618213,44,"Other person(s)"
3611298,45,"Other person(s)"
3611253,42,"Child/children aged 15 or older"
3611097,40,"Other family / relative(s)"
3611099,37,"Child/children aged 15 or older"
3611108,37,"Other person(s)"
3611316,39,"Other family / relative(s)"
3611090,41,"My husband, wife or partner"
3611253,41,"My husband, wife or partner"
3611307,43,"My husband, wife or partner"
3611268,39,"My husband, wife or partner"
3611309,42,"My husband, wife or partner"
3611115,42,"My husband, wife or partner"
3611323,40,"My husband, wife or partner"
3611117,39,"My husband, wife or partner"
3611122,49,"My husband, wife or partner"
3611124,37,"My husband, wife or partner"
3611285,38,"My husband, wife or partner"
3611341,38,"My husband, wife or partner"
3611133,47,"Child/children aged under 15"
3618229,46,"My husband, wife or partner"
3611133,46,"My husband, wife or partner"
3611286,44,"My husband, wife or partner"
3611348,43,"My husband, wife or partner"
3618231,50,"My husband, wife or partner"
3611269,41,"Other family / relative(s)"
3611122,50,"Child/children aged 15 or older"
3611122,51,"Other family / relative(s)"
3611332,46,"Other family / relative(s)"
3611133,48,"Child/children aged 15 or older"
3611138,38,"Other person(s)"
3611288,39,"Other person(s)"
3618246,38,"Other family / relative(s)"
3611302,44,"Child/children aged 15 or older"
3618247,48,"Other person(s)"
3618232,38,"My husband, wife or partner"
3611142,38,"My husband, wife or partner"
3611350,40,"My husband, wife or partner"
3618245,37,"My husband, wife or partner"
3618246,37,"My husband, wife or partner"
3611303,40,"My husband, wife or partner"
3611147,40,"My husband, wife or partner"
3611156,38,"Other family / relative(s)"
3611364,41,"My husband, wife or partner"
3611305,42,"My husband, wife or partner"
3611318,38,"My husband, wife or partner"
3611149,44,"My husband, wife or partner"
3618249,39,"My husband, wife or partner"
3611373,39,"My husband, wife or partner"
3611375,47,"Other person(s)"
3618262,45,"Other person(s)"
3611320,42,"Child/children aged 15 or older"
3611320,43,"Other family / relative(s)"
3611384,42,"Other person(s)"
3611335,47,"Other person(s)"
3611320,41,"My husband, wife or partner"
3611158,46,"My husband, wife or partner"
3611382,40,"My husband, wife or partner"
3611172,54,"Other person(s)"
3618264,39,"Other family / relative(s)"
3618265,47,"Other person(s)"
3611321,38,"My husband, wife or partner"
3611335,46,"My husband, wife or partner"
3618263,38,"My husband, wife or partner"
3618264,38,"My husband, wife or partner"
3618279,37,"Child/children aged 15 or older"
3611398,43,"Other family / relative(s)"
3611338,40,"Other person(s)"
3611183,39,"Child/children aged 15 or older"
3611389,40,"My husband, wife or partner"
3611391,44,"My husband, wife or partner"
3611181,40,"My husband, wife or partner"
3618281,46,"My husband, wife or partner"
3611183,38,"My husband, wife or partner"
3611190,48,"Child/children aged under 15"
3618296,45,"Other person(s)"
3611369,39,"Child/children aged 15 or older"
3618297,39,"Other family / relative(s)"
3618298,41,"Other person(s)"
3611409,39,"Other person(s)"
3611355,47,"My husband, wife or partner"
3611400,38,"My husband, wife or partner"
3611368,40,"My husband, wife or partner"
3611190,47,"My husband, wife or partner"
3611407,42,"My husband, wife or partner"
3611192,42,"My husband, wife or partner"
3611197,39,"My husband, wife or partner"
3618299,47,"Other person(s)"
3611370,37,"Other person(s)"
3611414,37,"Other family / relative(s)"
3611414,38,"Other person(s)"
3618312,45,"Other family / relative(s)"
3611425,37,"Other person(s)"
3611199,50,"My husband, wife or partner"
3611416,41,"My husband, wife or partner"
3611385,37,"My husband, wife or partner"
3611423,41,"My husband, wife or partner"
3611387,41,"My husband, wife or partner"
3618313,38,"Child/children aged under 15"
3611206,38,"Other family / relative(s)"
3611206,39,"Other person(s)"
3618313,39,"Child/children aged 15 or older"
3618314,38,"Other family / relative(s)"
3611208,47,"Child/children aged 15 or older"
3611208,48,"Other family / relative(s)"
3618313,37,"My husband, wife or partner"
3611208,46,"My husband, wife or partner"
3611439,38,"My husband, wife or partner"
3611231,40,"My husband, wife or partner"
3611403,42,"My husband, wife or partner"
3618329,44,"My husband, wife or partner"
3611404,37,"My husband, wife or partner"
3618331,39,"My husband, wife or partner"
3611405,41,"My husband, wife or partner"
3611418,38,"My husband, wife or partner"
3618315,39,"Other person(s)"
3611441,38,"Child/children aged 15 or older"
3611233,41,"Child/children aged 15 or older"
3611448,44,"Other person(s)"
3611240,42,"Other family / relative(s)"
3611457,40,"Child/children aged 15 or older"
3611459,47,"My husband, wife or partner"
3618349,47,"Child/children aged under 15"
3611258,44,"My husband, wife or partner"
3611464,39,"Child/children aged under 15"
3611265,39,"My husband, wife or partner"
3611464,38,"My husband, wife or partner"
3618349,46,"My husband, wife or partner"
3618346,37,"Other person(s)"
3618347,38,"Other person(s)"
3611459,48,"Child/children aged 15 or older"
3618348,38,"Other person(s)"
3611421,37,"Other person(s)"
3611422,40,"Other person(s)"
3618362,37,"My husband, wife or partner"
3611466,45,"My husband, wife or partner"
3611274,40,"My husband, wife or partner"
3611473,40,"My husband, wife or partner"
3618366,37,"My husband, wife or partner"
3611437,37,"Child/children aged under 15"
3611438,40,"My husband, wife or partner"
3611475,38,"My husband, wife or partner"
3611297,40,"My husband, wife or partner"
3611482,37,"My husband, wife or partner"
3611267,42,"Other person(s)"
3611281,42,"Other person(s)"
3618365,37,"Other family / relative(s)"
3611283,40,"Other person(s)"
3611475,39,"Child/children aged 15 or older"
3611475,40,"Other family / relative(s)"
3611292,39,"Child/children aged under 15"
3611299,37,"Other person(s)"
3618380,59,"Other person(s)"
3611491,37,"Other family / relative(s)"
3611452,41,"Other family / relative(s)"
3611452,42,"Other person(s)"
3611493,63,"Other person(s)"
3618381,37,"My husband, wife or partner"
3611308,42,"My husband, wife or partner"
3611468,38,"Child/children aged under 15"
3611498,39,"Other person(s)"
3618382,45,"Child/children aged 15 or older"
3611317,40,"Other family / relative(s)"
3618397,38,"Other family / relative(s)"
3611493,62,"My husband, wife or partner"
3618382,44,"My husband, wife or partner"
3611453,39,"My husband, wife or partner"
3611500,38,"My husband, wife or partner"
3611322,44,"My husband, wife or partner"
3611468,37,"My husband, wife or partner"
3611340,43,"My husband, wife or partner"
3611469,39,"Child/children aged 15 or older"
3611516,40,"Other person(s)"
3611470,40,"Other family / relative(s)"
3618413,40,"Other person(s)"
3611471,89,"Other person(s)"
3611349,47,"Other person(s)"
3611534,42,"Other family / relative(s)"
3611472,38,"Other family / relative(s)"
3611518,39,"My husband, wife or partner"
3618399,38,"My husband, wife or partner"
3618414,39,"My husband, wife or partner"
3611356,39,"My husband, wife or partner"
3611356,40,"Other family / relative(s)"
3618429,38,"Other person(s)"
3611487,49,"Other family / relative(s)"
3611557,38,"Other person(s)"
3611541,42,"My husband, wife or partner"
3611485,38,"My husband, wife or partner"
3611543,38,"My husband, wife or partner"
3611367,42,"My husband, wife or partner"
3618430,43,"My husband, wife or partner"
3618431,38,"My husband, wife or partner"
3611488,45,"My husband, wife or partner"
3618446,41,"My husband, wife or partner"
3618447,39,"My husband, wife or partner"
3611374,43,"Other person(s)"
3618432,37,"Other person(s)"
3611559,37,"Other person(s)"
3611502,39,"Other person(s)"
3611381,41,"Other family / relative(s)"
3618448,40,"Other person(s)"
3611376,38,"My husband, wife or partner"
3611503,38,"My husband, wife or partner"
3611568,43,"Other person(s)"
3611383,39,"My husband, wife or partner"
3611504,39,"My husband, wife or partner"
3611390,40,"My husband, wife or partner"
3618449,38,"My husband, wife or partner"
3618463,38,"My husband, wife or partner"
3611573,39,"Other family / relative(s)"
3611519,38,"Other person(s)"
3611575,39,"Other family / relative(s)"
3611520,43,"Other person(s)"
3611505,47,"My husband, wife or partner"
3618464,40,"My husband, wife or partner"
3611392,41,"My husband, wife or partner"
3618466,57,"My husband, wife or partner"
3611397,39,"My husband, wife or partner"
3611582,42,"My husband, wife or partner"
3618480,52,"My husband, wife or partner"
3611522,38,"Other person(s)"
3611408,44,"Other person(s)"
3611536,37,"Other person(s)"
3611521,41,"My husband, wife or partner"
3611401,41,"My husband, wife or partner"
3618481,44,"My husband, wife or partner"
3611535,39,"My husband, wife or partner"
3611598,37,"My husband, wife or partner"
3618483,57,"My husband, wife or partner"
3611600,39,"Child/children aged under 15"
3611537,48,"Other person(s)"
3611417,38,"Other person(s)"
3611538,41,"Other person(s)"
3611424,40,"Other person(s)"
3611618,37,"Other person(s)"
3611426,41,"Other person(s)"
3611600,38,"My husband, wife or partner"
3611609,40,"My husband, wife or partner"
3618496,37,"My husband, wife or partner"
3611539,41,"My husband, wife or partner"
3618497,47,"My husband, wife or partner"
3611553,39,"My husband, wife or partner"
3618498,45,"My husband, wife or partner"
3611433,39,"My husband, wife or partner"
3611623,42,"Other family / relative(s)"
3611554,38,"Other person(s)"
3618499,39,"Child/children aged 15 or older"
3611433,40,"Other family / relative(s)"
3611569,41,"Other person(s)"
3611440,42,"Child/children aged 15 or older"
3611440,41,"Child/children aged under 15"
3611442,39,"Other person(s)"
3611632,37,"My husband, wife or partner"
3611440,40,"My husband, wife or partner"
3618513,51,"My husband, wife or partner"
3618515,39,"My husband, wife or partner"
3611641,46,"My husband, wife or partner"
3611643,38,"Other family / relative(s)"
3611571,39,"My husband, wife or partner"
3611456,39,"My husband, wife or partner"
3611587,38,"Other family / relative(s)"
3611602,39,"Other family / relative(s)"
3611668,38,"Other person(s)"
3611673,37,"Other family / relative(s)"
3618547,44,"Other family / relative(s)"
3611605,45,"Child/children aged 15 or older"
3611467,40,"Other family / relative(s)"
3611585,38,"My husband, wife or partner"
3618532,40,"My husband, wife or partner"
3611657,38,"My husband, wife or partner"
3611458,41,"My husband, wife or partner"
3618546,40,"My husband, wife or partner"
3611605,44,"My husband, wife or partner"
3611474,38,"My husband, wife or partner"
3618548,46,"Other family / relative(s)"
3611619,38,"Other family / relative(s)"
3611476,40,"Other family / relative(s)"
3611682,39,"Other family / relative(s)"
3618563,37,"Other family / relative(s)"
3611691,38,"Other family / relative(s)"
3618580,40,"Other family / relative(s)"
3611682,38,"Child/children aged under 15"
3618565,37,"Child/children aged under 15"
3611684,38,"My husband, wife or partner"
3611622,41,"My husband, wife or partner"
3611483,37,"My husband, wife or partner"
3611700,44,"My husband, wife or partner"
3618566,40,"My husband, wife or partner"
3611636,38,"My husband, wife or partner"
3611638,41,"Other family / relative(s)"
3618581,48,"Other person(s)"
3611639,44,"Other family / relative(s)"
3611637,39,"My husband, wife or partner"
3611490,43,"My husband, wife or partner"
3611709,40,"My husband, wife or partner"
3611716,40,"My husband, wife or partner"
3611639,43,"My husband, wife or partner"
3611492,41,"My husband, wife or partner"
3611718,48,"My husband, wife or partner"
3618583,37,"My husband, wife or partner"
3611499,44,"My husband, wife or partner"
3611723,41,"My husband, wife or partner"
3611655,43,"My husband, wife or partner"
3611653,38,"Child/children aged under 15"
3611653,39,"Other family / relative(s)"
3611499,45,"Other person(s)"
3611723,42,"Other family / relative(s)"
3611723,43,"Other person(s)"
3618596,38,"Other family / relative(s)"
3611655,44,"Other family / relative(s)"
3611725,44,"My husband, wife or partner"
3611501,38,"My husband, wife or partner"
3618598,46,"My husband, wife or partner"
3611669,38,"My husband, wife or partner"
3611508,38,"My husband, wife or partner"
3611670,38,"My husband, wife or partner"
3611725,45,"Other person(s)"
3618597,38,"Other family / relative(s)"
3611656,38,"Other person(s)"
3611506,41,"Other family / relative(s)"
3611732,40,"Other family / relative(s)"
3618599,44,"Other person(s)"
3611741,38,"My husband, wife or partner"
3611672,38,"My husband, wife or partner"
3611743,39,"My husband, wife or partner"
3618613,60,"My husband, wife or partner"
3611508,39,"Child/children aged 15 or older"
3611734,39,"Other family / relative(s)"
3611671,41,"Other person(s)"
3611686,41,"Other family / relative(s)"
3611517,38,"Other family / relative(s)"
3611748,37,"Other person(s)"
3611524,51,"My husband, wife or partner"
3611750,42,"My husband, wife or partner"
3611752,43,"My husband, wife or partner"
3611689,38,"My husband, wife or partner"
3611531,51,"My husband, wife or partner"
3618616,41,"My husband, wife or partner"
3611759,43,"My husband, wife or partner"
3611689,39,"Child/children aged under 15"
3611687,41,"Other family / relative(s)"
3618614,39,"Other person(s)"
3611702,39,"Other person(s)"
3611703,38,"Other family / relative(s)"
3611549,43,"Child/children aged 15 or older"
3611759,44,"Child/children aged 15 or older"
3611551,39,"Other family / relative(s)"
3611704,42,"Other person(s)"
3611766,39,"Child/children aged 15 or older"
3611567,42,"Other person(s)"
3611768,37,"Other family / relative(s)"
3611576,40,"Other person(s)"
3618632,40,"Child/children aged under 15"
3618630,65,"My husband, wife or partner"
3611704,41,"My husband, wife or partner"
3611705,43,"My husband, wife or partner"
3611720,39,"My husband, wife or partner"
3618632,39,"My husband, wife or partner"
3611721,43,"My husband, wife or partner"
3618633,47,"My husband, wife or partner"
3611775,43,"Child/children aged 15 or older"
3618647,37,"Child/children aged 15 or older"
3611583,40,"Child/children aged 15 or older"
3618647,38,"Other family / relative(s)"
3611800,38,"Other family / relative(s)"
3611737,39,"Other person(s)"
3611775,42,"My husband, wife or partner"
3611581,37,"My husband, wife or partner"
3618649,42,"Child/children aged under 15"
3611722,39,"My husband, wife or partner"
3618648,39,"Child/children aged 15 or older"
3611802,39,"Other family / relative(s)"
3611739,39,"Other family / relative(s)"
3611777,40,"My husband, wife or partner"
3611583,39,"My husband, wife or partner"
3618648,38,"My husband, wife or partner"
3611592,40,"My husband, wife or partner"
3611601,39,"Other family / relative(s)"
3611755,50,"Other family / relative(s)"
3611738,39,"My husband, wife or partner"
3611809,39,"My husband, wife or partner"
3611753,39,"My husband, wife or partner"
3618650,41,"My husband, wife or partner"
3611816,44,"My husband, wife or partner"
3611606,38,"My husband, wife or partner"
3618663,42,"My husband, wife or partner"
3611608,40,"Other family / relative(s)"
3618664,42,"Other family / relative(s)"
3611615,39,"Other person(s)"
3611818,54,"Child/children aged 15 or older"
3611769,39,"Other family / relative(s)"
3611825,37,"Other person(s)"
3611756,42,"My husband, wife or partner"
3611770,42,"Other family / relative(s)"
3618680,37,"Child/children aged under 15"
3611617,39,"My husband, wife or partner"
3611769,38,"My husband, wife or partner"
3618665,38,"My husband, wife or partner"
3618666,42,"My husband, wife or partner"
3611624,38,"My husband, wife or partner"
3618680,36,"My husband, wife or partner"
3611771,41,"Other family / relative(s)"
3611843,39,"Other family / relative(s)"
3611827,38,"My husband, wife or partner"
3611626,38,"My husband, wife or partner"
3618681,47,"My husband, wife or partner"
3611633,41,"My husband, wife or partner"
3611786,39,"My husband, wife or partner"
3618682,47,"My husband, wife or partner"
3611640,38,"My husband, wife or partner"
3611850,37,"Other person(s)"
3611786,40,"Other person(s)"
3611852,39,"Other person(s)"
3611649,39,"Other person(s)"
3611642,41,"My husband, wife or partner"
3611852,38,"My husband, wife or partner"
3618698,44,"My husband, wife or partner"
3611787,39,"My husband, wife or partner"
3618700,54,"My husband, wife or partner"
3611857,39,"My husband, wife or partner"
3611788,40,"My husband, wife or partner"
3611665,37,"Other person(s)"
3611667,38,"Other person(s)"
3611676,43,"Child/children aged under 15"
3611806,42,"Child/children aged under 15"
3611859,39,"My husband, wife or partner"
3618714,37,"My husband, wife or partner"
3611674,37,"My husband, wife or partner"
3611676,42,"My husband, wife or partner"
3611806,41,"My husband, wife or partner"
3618717,39,"My husband, wife or partner"
3611877,41,"My husband, wife or partner"
3611685,38,"My husband, wife or partner"
3611690,38,"Child/children aged under 15"
3611819,37,"Other family / relative(s)"
3611690,39,"Child/children aged 15 or older"
3611690,40,"Other person(s)"
3611820,39,"Other person(s)"
3618731,38,"Other family / relative(s)"
3611882,40,"My husband, wife or partner"
3618730,40,"My husband, wife or partner"
3611891,39,"My husband, wife or partner"
3611821,39,"Other person(s)"
3611699,39,"My husband, wife or partner"
3618732,42,"My husband, wife or partner"
3618733,41,"My husband, wife or partner"
3611893,38,"My husband, wife or partner"
3611823,42,"My husband, wife or partner"
3611715,38,"My husband, wife or partner"
3611916,38,"My husband, wife or partner"
3618750,45,"My husband, wife or partner"
3611823,43,"Child/children aged under 15"
3611902,44,"Other family / relative(s)"
3611710,37,"Child/children aged under 15"
3618748,43,"Other person(s)"
3611909,41,"Other person(s)"
3611717,40,"Child/children aged 15 or older"
3611726,39,"My husband, wife or partner"
3618763,41,"My husband, wife or partner"
3611735,47,"My husband, wife or partner"
3618764,41,"My husband, wife or partner"
3611726,40,"Child/children aged under 15"
3611916,39,"Child/children aged 15 or older"
3611916,40,"Other family / relative(s)"
3611838,37,"Other person(s)"
3611918,39,"Other family / relative(s)"
3611839,42,"Child/children aged 15 or older"
3611853,46,"Other person(s)"
3611941,40,"My husband, wife or partner"
3611749,38,"My husband, wife or partner"
3611952,37,"My husband, wife or partner"
3611751,42,"My husband, wife or partner"
3618766,46,"My husband, wife or partner"
3611856,45,"My husband, wife or partner"
3611943,40,"Child/children aged under 15"
3611855,38,"Child/children aged under 15"
3611758,39,"My husband, wife or partner"
3611957,39,"My husband, wife or partner"
3611760,39,"My husband, wife or partner"
3611871,37,"My husband, wife or partner"
3611966,39,"My husband, wife or partner"
3611740,37,"Other person(s)"
3618765,39,"Other person(s)"
